Dictionary,Field,Type,Repeats,MPFD,Version,Area,DomainClass,Definition,Precision,LowValue,HiValue,MaxLength,UOM,DefaultValue,Required,GUI Editor,Comments,GuiWidth,Edit,Filter,Search,Sort,Alter,DEX,DiffKey
dplan/commodity/commodityRuleStatement.csv,IGNORE_CASE,INT,,,1,Cargo,,1 denotes ignore case and 0 denotes do not ignore case on the comparison,,,,,,,,,,,,,,,,,
dplan/commodity/modeSourceRule.csv,MS_NUM,INT,,,1,Cargo,,Unique identifier for the mode/source rule,,,,,,,,,,,,,,,,,y
dplan/commodity/modeSourceRule.csv,PRIORITY,INT,,,1,Cargo,,Priority of this mode/source rule,,,,,,,,,,,,,,,,,
dplan/commodity/modeSourceRule.csv,NAME,STRING,,,1,Cargo,,Name of the result of this mode/source rule,,,,,,,,,,,,,,,,,
dplan/commodity/modeSourceRule.csv,VALUE,STRING,,,1,Cargo,,Code of the rule result (e.g. OA is Optional),,,,,,,,,,,,,,,,,
dplan/dplanSig.csv,Name,STRING,,,1,Requirements,amp.domain.DPlanSig,Name of the deployment plan,,,,,,,,Deployment Plan,,100,,,Y,Y,,,y
dplan/dplanSig.csv,SecClass,STRING,,,1,Requirements,amp.domain.DPlanSig,Security classification of the deployment plan,,,,,"UNCLASSIFIED, CONFIDENTIAL, SECRET, TOP SECRET",UNCLASSIFIED,TRUE,Deployment Plan,,,,,,,,,
dplan/dplanSig.csv,CZeroDate,STRING,,,1,Requirements,amp.domain.DPlanSig,The C0 date for this plan,,,,,,,,Deployment Plan,,100,,,,,,,
dplan/dplanSig.csv,Description,STRING,,,1,Requirements,amp.domain.DPlanSig,A short 1 or 2 line description,,,,,,,,Deployment Plan,,100,,,,,,,
dplan/dplanSig.csv,PercentAmbulatory,INT,,,1,,,,,,,,,,,,,,,,,,,,
dplan/etpfddSig.csv,Seq,INT,,,1,Requirements,ampdom.dplan.EtpfddSig,ordinal postion of the TPFDD in the dplan,0,,,,,,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,Name,STRING,,,1,Requirements,ampdom.dplan.EtpfddSig,Name of TPFDD.  Should be unique within a given ELIST database,,,,,,,,Deployment Plan,,,,,,,,,y
dplan/etpfddSig.csv,Offset,INT,,,1,Requirements,ampdom.dplan.EtpfddSig,"Days to offset each data fild (RDD, ALD, etc.) for every RLN",0,-9999,9999,,Days,0,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,DepOrdDay,INT,,,1,Requirements,ampdom.dplan.EtpfddSig,simulation day on which models are informed that the requirements exist,0,0,9999,,Days,0,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,TuchaName,STRING,,,1,Requirements,ampdom.dplan.EtpfddSig,Name of the TUCHA file associatated with the ETPFDD,,,,,,,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,Oplan,STRING,,,1,Requirements,ampdom.dplan.EtpfddSig,"OPLAN of TPFDD, for reference",,,,,,,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,Theater,STRING,,,1,Requirements,ampdom.dplan.EtpfddSig,operational theater for strategic model,,,,,,,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,Purpose,STRING,,,1,Requirements,ampdom.dplan.EtpfddSig,Purpose of the plan,,,,,,,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,MaxScheduleWindow,INT,,,1,Requirements,ampdom.dplan.EtpfddSig,The maximum number of days past the RDD the model will try to schedule a requirement,0,0,9999,,Days,9999,,Deployment Plan,,,,,,,,,
dplan/etpfddSig.csv,Priority,INT,,,1,Requirements,ampdom.dplan.EtpfddSig,,,,,,,,,,,,,,,,,,
dplan/jicmUnits.csv,BdeKey,STRING,,,0,Requirements,ampfed.jicm.Unit,Brigade key mapped to RLNs in the deployment plan,,,,,,,TRUE,JICM Units,,70,Y,Y,Y,Y,Y,,y
dplan/jicmUnits.csv,JicmUnitName,STRING,,,0,Requirements,ampfed.jicm.Unit,The JCIM Unit Name,,,,,,,TRUE,JICM Units,,100,Y,Y,Y,Y,Y,,
dplan/jicmUnits.csv,Type,STRING,,,0,Requirements,ampfed.jicm.Unit,"The type of JICM unit: Air combat, land combat, or css",,,,,"Air combat, Land combat or css",,TRUE,JICM Units,,100,Y,Y,Y,Y,Y,,
dplan/jicmWeaponsArrivals.csv,Rln,STRING,,,0,Requirements,ampfed.jicm.WeaponsArrival,RLN,,,,,,,TRUE,JICM Weapons Arrivals,,70,N,N,Y,Y,N,,y
dplan/jicmWeaponsArrivals.csv,JicmLocation,STRING,,,0,Requirements,ampfed.jicm.WeaponsArrival,JICM Location,,,,,,,,JICM Weapons Arrivals,,100,Y,N,Y,Y,Y,,
dplan/jicmWeaponsArrivals.csv,Owner,STRING,,,0,Requirements,ampfed.jicm.WeaponsArrival,Owner,,,,,,US,,JICM Weapons Arrivals,,100,Y,N,Y,Y,Y,,
dplan/jicmWeaponsArrivals.csv,Munition,STRING,,,0,Requirements,ampfed.jicm.WeaponsArrival,Munition,,,,,,,,JICM Weapons Arrivals,,100,Y,N,Y,Y,Y,,
dplan/jicmWeaponsArrivals.csv,Quantity,FLOAT,,,0,Requirements,ampfed.jicm.WeaponsArrival,Quantity,1,1,Unlimited,,,1,,JICM Weapons Arrivals,,100,Y,N,Y,Y,Y,,
dplan/medevacRequirements.csv,Name,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,Origin,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,Destination,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,Quantity,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,PercentAmbulatory,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,StartDay,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,EndDay,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,Frequency,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,Tpfdd,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,WaypointXName,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacRequirements.csv,WaypointXDelay,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,SequenceNumber,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,TPFDDName,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,OffsetDays,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,DepOrdDay,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,TuchaName,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,OplanId,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,TheaterName,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,Purpose,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,MaxScheduleWindow,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/medevacTpfdds.csv,Priority,STRING,,,0,,,,,,,,,,,,,,,,,,,,
dplan/prevTpfdds.csv,Tpfdd,STRING,,,1,Requirements,ampdom.dplan.tpfdd,TPFDD name,,,,,,,,Deployment Plan,,,,,,,,,y
dplan/prevTpfdds.csv,PrevTpfdd,STRING,,,1,Requirements,ampdom.dplan.tpfdd,Name of the previous TPFDD (used to establish RLN retrograde/redeployment linkages across TPFDDs),,,,,,,,Deployment Plan,,,,,,,,,
dplan/tpfdds/*/cargoL2.csv,RLN,STRING,,,None,Requirements,N/A,File key - marks RLN owner,,,,,,,,N/A,,,,,,,,ULN_ID,y
dplan/tpfdds/*/cargoL2.csv,Category,STRING,,,None,Requirements,N/A,"L2 category: BLK, OVR, OUT, NAT",,,,,,,,N/A,,,,,,,,(BLK/NAT/OVR/OUT),y
dplan/tpfdds/*/cargoL2.csv,Mtons,FLOAT,,,None,Requirements,ampdom.dplan.Level2CargoDetail,"Measurement Tons (Acceptable Range: 0.1 - 999,999.0)",1,0.1,999999f,,Volume,,,Requirements,,70,Y,Y,Y,N,Y,ULN_[BLK/NAT/OVR/OUT]_CGO_VL,
dplan/tpfdds/*/cargoL2.csv,Stons,FLOAT,,,None,Requirements,ampdom.dplan.Level2CargoDetail,"Short Tons (Acceptable Range: 0.1 - 99,999.9)",1,0.1,99999.9f,,Weight,,,Requirements,,70,Y,Y,Y,N,Y,ULN_[BLK/NAT/OVR/OUT]_CGO_WT,
dplan/tpfdds/*/cargoL3.csv,RLN,STRING,,,None,Requirements,N/A,File key - marks RLN owner,,,,,,,,Requirements,,,,,,,,ULN_ID,y
dplan/tpfdds/*/cargoL3.csv,CCC,STRING,,,None,Requirements,ampdom.dplan.Level3CargoDetail,Cargo Category Code,,,,3,,,,Requirements,,170,N,Y,Y,N,N,CCC1_TY_CD + CCC2_XTNT_CD + CCC3_CNTZN_CD,y
dplan/tpfdds/*/cargoL3.csv,Mtons,FLOAT,,,None,Requirements,ampdom.dplan.Level3CargoDetail,"Measurement Tons (Acceptable Range: 0.1 - 999,999.0)",1,0.1,999999f,,Volume,,,Requirements,,70,Y,Y,Y,N,Y,ULN3_CGO_VL,
dplan/tpfdds/*/cargoL3.csv,Stons,FLOAT,,,None,Requirements,ampdom.dplan.Level3CargoDetail,"Short Tons (Acceptable Range: 0.1 - 99,999.9)",1,0.1,99999.9f,,Weight,,,Requirements,,50,Y,Y,Y,N,Y,ULN3_CGO_WT,
dplan/tpfdds/*/cargoL3.csv,Sqft,FLOAT,,,None,Requirements,ampdom.dplan.Level3CargoDetail,"Sq Ft (Acceptable Range: Level 3 less than 999,999.0 and Level 4 less than 9,999.0)",0,0.1,"999,999.0f",,Area,,,Requirements,,70,Y,Y,Y,N,Y,ULN3_CGO_AR,
dplan/tpfdds/*/cargoL4.csv,RLN,STRING,,,None,Requirements,N/A,File key - marks RLN owner,,,,,,,,N/A,,,,,,,,ULN_ID,y
dplan/tpfdds/*/cargoL4.csv,CCC,STRING,,,None,Requirements,ampdom.dplan.Level4CargoDetail,Cargo Category Code,,,,3,,,,Requirements,,170,N,Y,Y,N,N,CCC1_TY_CD + CCC2_XTNT_CD + CCC3_CNTZN_CD,y
dplan/tpfdds/*/cargoL4.csv,Mtons,FLOAT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,"Measurement Tons (Acceptable Range: 0.1 - 999,999.0)",1,0.1,999999f,,Volume,,,Requirements,,70,Y,Y,Y,N,Y,ULN4_CGO_ITM_VL,
dplan/tpfdds/*/cargoL4.csv,Stons,FLOAT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,"Short Tons (Acceptable Range: 0.1 - 99,999.9)",1,0.1,99999.9f,,Weight,,,Requirements,,70,Y,Y,Y,N,Y,ULN4_CGO_ITM_WT,
dplan/tpfdds/*/cargoL4.csv,Sqft,FLOAT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,"Sq Ft (Acceptable Range: Level 3 less than 999,999.0 and Level 4 less than 9,999.0)",0,0.1,9999.0f,,Area,,,Requirements,,70,Y,Y,Y,N,Y,ULN4_CGO_ITM_AR,
dplan/tpfdds/*/cargoL4.csv,NumPieces,INT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,Number of pieces (Acceptable Range: 1 - 999),0,1,999,,,,,Requirements,,50,Y,Y,Y,N,Y,ULN4_CGO_ITM_QTY,
dplan/tpfdds/*/cargoL4.csv,Length,INT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,"Length in inches (Acceptable Range: 0.1 - 9,999.0)",0,0.1,9999.0f,,inches,,,Requirements,,50,Y,Y,Y,N,Y,ULN4_CGO_ITM_LDM,
dplan/tpfdds/*/cargoL4.csv,Width,FLOAT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,Width in inches (Acceptable Range: 0.1 - 999.0),0,0.1,999.0f,,inches,,,Requirements,,50,Y,Y,Y,N,Y,ULN4_CGO_ITM_WDM,
dplan/tpfdds/*/cargoL4.csv,Height,FLOAT,,,None,Requirements,ampdom.dplan.Level4CargoDetail,Height in inches ,0,0.1,999.0f,,inches,,,Requirements,,50,Y,Y,Y,N,Y,ULN4_CGO_ITM_HDM,
dplan/tpfdds/*/cargoL4.csv,Description,STRING,,,None,Requirements,ampdom.dplan.Level4CargoDetail,Description of level 4 cargo item,,,,14 (in B8 file),,,,Requirements,,220,Y,Y,Y,N,Y,ULN4_ITM_NM,
dplan/tpfdds/*/cargoL4.csv,LongDescription,STRING,,,None,Requirements,ampdom.dplan.Level4CargoDetail,Long description of level 4 cargo item,,,,,,,,Requirements,,,,,,,,ULN4_CGO_ITM_LONG_NM,
dplan/tpfdds/*/cins.csv,RLN,STRING,,,None,Requirements,ampdom.dplan.Cin,Requirement ID,,,,,,,,Requirements,,,,,,,,CIN_ID,y
dplan/tpfdds/*/cins.csv,ServiceCode,STRING,,,None,Requirements,ampdom.dplan.Cin,Identifies the code of the service or allied organization that will be the user of this requirement,,,,1,,,,Requirements,,,,,,,,CUO_USNG_ORG_CD,
dplan/tpfdds/*/cins.csv,CargoCategoryCode,STRING,,,None,Requirements,ampdom.dplan.Cin,Cargo Category Code - identifies the kind of cargo,,,,3,,,,Requirements,,,,,,,,CCC1_TY_CD + CCC2_XTNT_CD + CCC3_CNTZN_CD,
dplan/tpfdds/*/cins.csv,SupplyClassCode,STRING,,,None,Requirements,ampdom.dplan.Cin,"Specifies the supply class and, when appropriate, the subclass for the cargo being describe",,,,,,,,Requirements,,,,,,,,SCL_SUPPLY_CLASS_CD,
dplan/tpfdds/*/cins.csv,Sqft,FLOAT,,,None,Requirements,ampdom.dplan.Level3CargoDetail,Square Feet,1,0.1,"999,999.0f",,Area,,,Requirements,,,,,,,,CIN_CGO_AR,
dplan/tpfdds/*/cins.csv,Stons,FLOAT,,,None,Requirements,ampdom.dplan.Level3CargoDetail,"Short Tons (Acceptable Range: 0.1 - 99,999.9)",,0.1,,,Weight,,,Requirements,,,,,,,,CIN_CGO_WT,
dplan/tpfdds/*/cins.csv,Mtons,FLOAT,,,None,Requirements,ampdom.dplan.Level3CargoDetail,"Measurement Tons (Acceptable Range: 0.1 - 999,999.0)",1,0.1,"999,999.0f",,Volume,,,Requirements,,,,,,,,CIN_CGO_VL,
dplan/tpfdds/*/cins.csv,POL,FLOAT,,,None,Requirements,ampdom.dplan.Cin,"Amount bulk POL (petroleum, oil, lubricants) expressed in hundreds of barrels",0,0,"9,999,999",,CBBLs,,,Requirements,,,,,,,,CIN_POL_VL,
dplan/tpfdds/*/cins.csv,ProjectCode,STRING,,,None,Requirements,ampdom.dplan.Cin,Provides identifying information for special projects and special applications,,,,3,,,,Requirements,,,,,,,,CIN_PRJ_CD,
dplan/tpfdds/*/cins.csv,ProvidingOrganization,STRING,,,None,Requirements,ampdom.dplan.Cin,Identifies the organization responsible for providing the cargo ,,,,1,,,,Requirements,,,,,,,,CPO_PRVDNG_ORG_CD,
dplan/tpfdds/*/cins.csv,FuelType,STRING,,,None,Requirements,ampdom.dplan.Cin,Specifies the type of fuel when the cargo described is bulk POL,,,,3,,,,Requirements,,,,,,,,FUEL_CD,
dplan/tpfdds/*/cins.csv,Description,STRING,,,None,Requirements,ampdom.dplan.Cin,Free-form field that contains supplementatl information to assist in describing the non-unit-related cargo ,,,,15,,,,Requirements,,,,,,,,CIN_DESC_TX,
dplan/tpfdds/*/cins.csv,ReservedNonBaseline,STRING,,,None,Requirements,ampdom.dplan.Cin,This data element is reserved for use by command-unique applications outside the baseline JOPES software,,,,30,,,,Requirements,,,,,,,,(N/A -- B8 field only),
dplan/tpfdds/*/extensions.csv,RLN,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,Requirement ID,,,,,,,,Requirements,,,,,,,,,y
dplan/tpfdds/*/extensions.csv,ServiceCode,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,Identifies the code of the service or allied organization that will be the user of this requirement,,,,1,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,Description,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,TPSN,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,Troop program sequence number,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,UIC,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,PAX,INT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,0,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,POL,INT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,SustainmentRegion,INT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,0,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,DeploymentMeans,INT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,0,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,CommodityName,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,Qty,FLOAT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,DepOrdDay,INT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,The day the requirement will be passed to the simulation,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,ProvidingOrganization,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,Identifies the organization responsible for providing the cargo or personnel,,,,1,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,UnitName,STRING,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,CincRdd,INT,,,1,Requirements,ampdom.dplan.changeData.RlnChangeData,,,,,,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,Origin,STRING,,,1,Requirements,ampdom.dplan.activity.Origin,"Identifies the point or station wehre the requirement is located or, for notional units, the most likely station where the until will become available",,,,4,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,POE,STRING,,,1,Requirements,ampdom.dplan.activity.POE,Port of embarkation geolocation code,,,,4,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,POEModeSource,STRING,,,1,Requirements,ampdom.dplan.activity.POE,Indicates the transportation mode and source for the movement of the unit to the POE,,,,2,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,POD,STRING,,,1,Requirements,ampdom.dplan.activity.POD,Port of disembarkation geolocation code,,,,4,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,PODModeSource,STRING,,,1,Requirements,ampdom.dplan.activity.POD,Indicates the transportation mode and source for the movement of the unit to the POD,,,,2,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,Destination,STRING,,,1,Requirements,ampdom.dplan.activity.Destination,,,,,4,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,DestModeSource,STRING,,,1,Requirements,ampdom.dplan.activity.Destination,Indicates the transportation mode and source for the movement of the unit to the Destination,,,,2,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,StratILoc,STRING,,,1,Requirements,ampdom.dplan.activity.JOPESILOCNode,Identifies the geographic location at which an intermediate stop is to occur after the POE but before the POD,,,,4,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,StratILocDelay,FLOAT,,,1,Requirements,ampdom.dplan.activity.JOPESILOCNode,Indicatate the number of days to delay at the ILOC,0,0,9999,,Days,0,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,StratILocModeSource,STRING,,,1,Requirements,ampdom.dplan.activity.JOPESILOCNode,Indicates the transportation mode and source for the movement of the unit to ILOC,,,,2,,,,Requirements,,,,,,,,,
dplan/tpfdds/*/extensions.csv,OriginILoc,STRING,,,1,Requirements,ampdom.dplan.activity.JOPESILOCNode,Identifies the geographic location at which an intermediate stop is to occur after the origin but before the POE,,,,4,,,,Requirements,,,,,,,,,
