Tunisia: Node Outload  amd Arrival by organic
Node<Node>,Day<Day>,Category<Category>,Waiting for Assets and Routes (st)<Float>,Outloading (st)<Float>,Outloaded (st)<Float>,Waiting for Assets and Routes<Integer>,Outloading<Integer>,Outloaded<Integer>,Arriving (st)<Float>,Arriving<Integer>
SFAX (VKNG) CTY,32,RORO,0.0,0.0,0.0,0,0,0,3775.1,295
SFAX (VKNG) CTY,33,RORO,0.0,0.0,0.0,0,0,0,2185.2998,160
GAFSA (HPBF) APT,26,RORO,0.0,0.0,0.0,0,0,0,167.00002,32
GAFSA (HPBF) APT,27,RORO,0.0,0.0,0.0,0,0,0,3.4,1
GAFSA (HPBF) APT,29,RORO,0.0,0.0,0.0,0,0,0,717.4001,145
GAFSA (HPBF) APT,30,RORO,0.0,0.0,0.0,0,0,0,1382.1997,214
GAFSA (HPBF) APT,32,RORO,0.0,0.0,0.0,0,0,0,1076.4999,187
GAFSA (HPBF) APT,33,RORO,0.0,0.0,0.0,0,0,0,277.2,24
GAFSA (HPBF) APT,35,RORO,0.0,0.0,0.0,0,0,0,1835.0992,274
GAFSA (HPBF) APT,42,RORO,0.0,0.0,0.0,0,0,0,50.5,4
GAFSA (HPBF) APT,43,RORO,0.0,0.0,0.0,0,0,0,733.6,90
GAFSA (HPBF) APT,44,RORO,0.0,0.0,0.0,0,0,0,12.5,1
GAFSA (HPBF) APT,54,RORO,0.0,0.0,0.0,0,0,0,9.0,1
GAFSA (HPBF) APT,63,RORO,0.0,0.0,0.0,0,0,0,12.5,1
GAFSA (HPBF) APT,74,RORO,0.0,0.0,0.0,0,0,0,36.8,8
CHEIKH LARBI TEBE (WSVC) CAP,25,RORO,0.0,0.0,0.0,0,0,0,145.6,28
CHEIKH LARBI TEBE (WSVC) CAP,26,RORO,0.0,0.0,0.0,0,0,0,115.200005,10
CHEIKH LARBI TEBE (WSVC) CAP,27,RORO,0.0,0.0,0.0,0,0,0,1449.2001,142
CHEIKH LARBI TEBE (WSVC) CAP,29,RORO,0.0,0.0,0.0,0,0,0,384.4,77
CHEIKH LARBI TEBE (WSVC) CAP,30,RORO,0.0,0.0,0.0,0,0,0,45.8,10
CHEIKH LARBI TEBE (WSVC) CAP,32,RORO,0.0,0.0,0.0,0,0,0,617.7,121
CHEIKH LARBI TEBE (WSVC) CAP,34,RORO,0.0,0.0,0.0,0,0,0,621.2,114
CHEIKH LARBI TEBE (WSVC) CAP,35,RORO,0.0,0.0,0.0,0,0,0,2504.1003,435
CHEIKH LARBI TEBE (WSVC) CAP,36,RORO,0.0,0.0,0.0,0,0,0,1008.49994,115
CHEIKH LARBI TEBE (WSVC) CAP,37,RORO,0.0,0.0,0.0,0,0,0,3260.101,488
CHEIKH LARBI TEBE (WSVC) CAP,38,RORO,0.0,0.0,0.0,0,0,0,1275.9,153
CHEIKH LARBI TEBE (WSVC) CAP,40,RORO,0.0,0.0,0.0,0,0,0,412.6,40
CHEIKH LARBI TEBE (WSVC) CAP,41,RORO,0.0,0.0,0.0,0,0,0,2408.8003,397
CHEIKH LARBI TEBE (WSVC) CAP,42,RORO,0.0,0.0,0.0,0,0,0,4646.1987,825
CHEIKH LARBI TEBE (WSVC) CAP,43,RORO,0.0,0.0,0.0,0,0,0,752.7999,149
CHEIKH LARBI TEBE (WSVC) CAP,44,RORO,0.0,0.0,0.0,0,0,0,12.7,1
CHEIKH LARBI TEBE (WSVC) CAP,46,RORO,0.0,0.0,0.0,0,0,0,1553.5001,305
CHEIKH LARBI TEBE (WSVC) CAP,48,RORO,0.0,0.0,0.0,0,0,0,241.9,30
CHEIKH LARBI TEBE (WSVC) CAP,49,RORO,0.0,0.0,0.0,0,0,0,331.9,84
CHEIKH LARBI TEBE (WSVC) CAP,50,RORO,0.0,0.0,0.0,0,0,0,14.700001,3
CHEIKH LARBI TEBE (WSVC) CAP,56,RORO,0.0,0.0,0.0,0,0,0,428.9,122
CHEIKH LARBI TEBE (WSVC) CAP,59,RORO,0.0,0.0,0.0,0,0,0,207.30003,86
CHEIKH LARBI TEBE (WSVC) CAP,60,RORO,0.0,0.0,0.0,0,0,0,63.8,25
CHEIKH LARBI TEBE (WSVC) CAP,71,RORO,0.0,0.0,0.0,0,0,0,28.9,5
CHEIKH LARBI TEBE (WSVC) CAP,73,RORO,0.0,0.0,0.0,0,0,0,164.2,30
CHEIKH LARBI TEBE (WSVC) CAP,74,RORO,0.0,0.0,0.0,0,0,0,221.9,61
AS SUKHAYRAH (APFD) PRT,27,RORO,450.0,0.0,196.79999,90,0,41,0.0,0
AS SUKHAYRAH (APFD) PRT,28,RORO,484.2999,0.0,1359.2012,80,0,301,0.0,0
AS SUKHAYRAH (APFD) PRT,29,RORO,0.0,0.0,1267.0004,0,0,171,0.0,0
SFAX (VKNP) PRT,29,RORO,765.6,0.0,2051.0,120,0,337,0.0,0
SFAX (VKNP) PRT,30,RORO,1645.0,0.0,6427.0977,185,0,858,0.0,0
SFAX (VKNP) PRT,31,RORO,506.70007,0.0,3086.0999,62,0,472,0.0,0
SFAX (VKNP) PRT,32,RORO,1015.2999,0.0,1848.0,115,0,300,0.0,0
SFAX (VKNP) PRT,33,RORO,226.69998,0.0,6357.301,36,0,471,0.0,0
SFAX (VKNP) PRT,34,RORO,1163.1,0.0,1432.3999,154,0,155,0.0,0
SFAX (VKNP) PRT,35,RORO,0.0,0.0,1413.6997,0,0,198,0.0,0
SFAX (VKNP) PRT,36,RORO,141.0,0.0,863.0999,23,0,153,0.0,0
SFAX (VKNP) PRT,37,RORO,0.0,0.0,141.0,0,0,23,0.0,0
SFAX (VKNP) PRT,41,RORO,263.4,0.0,142.8,69,0,58,0.0,0
SFAX (VKNP) PRT,42,RORO,1533.9,0.0,1945.0002,102,0,337,0.0,0
SFAX (VKNP) PRT,43,RORO,0.0,39.7,2498.9004,0,3,213,0.0,0
SFAX (VKNP) PRT,44,RORO,0.0,0.0,39.7,0,0,3,0.0,0
SFAX (VKNP) PRT,45,RORO,534.60004,0.0,108.7,105,0,21,0.0,0
SFAX (VKNP) PRT,46,RORO,0.0,0.0,1444.8002,0,0,284,0.0,0
SFAX (VKNP) PRT,49,RORO,93.8,0.0,434.30008,30,0,145,0.0,0
SFAX (VKNP) PRT,50,RORO,0.0,0.0,93.8,0,0,30,0.0,0
SFAX (VKNP) PRT,55,RORO,0.0,0.0,73.7,0,0,15,0.0,0
SFAX (VKNP) PRT,77,RORO,0.0,0.0,85.1,0,0,25,0.0,0
MATMATA (HNTK) APT,25,RORO,0.0,7.1,0.0,0,2,0,0.0,0
MATMATA (HNTK) APT,26,RORO,0.0,0.0,7.1,0,0,2,0.0,0
MATMATA (HNTK) APT,52,RORO,0.0,9.0,0.0,0,1,0,0.0,0
MATMATA (HNTK) APT,53,RORO,0.0,9.0,0.0,0,1,0,0.0,0
MATMATA (HNTK) APT,54,RORO,0.0,0.0,9.0,0,0,1,0.0,0
GABES (HNTM) CTY,24,RORO,0.0,0.0,0.0,0,0,0,351.59998,42
GABES (HNTM) CTY,25,RORO,0.0,0.0,0.0,0,0,0,6687.2964,747
GABES (HNTM) CTY,26,RORO,0.0,0.0,0.0,0,0,0,5547.0,702
GABES (HNTM) CTY,27,RORO,0.0,0.0,0.0,0,0,0,239.79997,30
GABES (HNTM) CTY,29,RORO,0.0,0.0,0.0,0,0,0,713.50006,75
GABES (HNTM) CTY,31,RORO,0.0,0.0,0.0,0,0,0,2723.5994,305
GABES (HNTM) CTY,32,RORO,0.0,0.0,0.0,0,0,0,430.20004,72
GABES (HNTM) CTY,35,RORO,0.0,0.0,0.0,0,0,0,336.00003,49
GABES (HNTM) CTY,36,RORO,0.0,0.0,0.0,0,0,0,18.9,2
GABES (HNTM) CTY,39,RORO,0.0,0.0,0.0,0,0,0,407.40002,42
GABES (HNTM) CTY,40,RORO,0.0,0.0,0.0,0,0,0,1177.8998,127
GABES (HNTM) CTY,56,RORO,0.0,0.0,0.0,0,0,0,21.8,1
FWD BASE (OPA1) OPA,27,RORO,0.0,0.0,0.0,0,0,0,15.0,3
FWD BASE (OPA1) OPA,28,RORO,0.0,0.0,0.0,0,0,0,1266.2004,266
FWD BASE (OPA1) OPA,29,RORO,0.0,0.0,0.0,0,0,0,1541.8002,244
GABES (HNTS) PRT,24,RORO,794.4001,0.0,351.59998,103,0,42,0.0,0
GABES (HNTS) PRT,25,RORO,2119.1997,0.0,6832.8965,219,0,775,0.0,0
GABES (HNTS) PRT,26,RORO,229.49997,13.700001,7252.2,29,2,882,0.0,0
GABES (HNTS) PRT,27,RORO,0.0,0.0,243.19997,0,0,31,0.0,0
GABES (HNTS) PRT,28,RORO,713.50006,0.0,0.0,75,0,0,0.0,0
GABES (HNTS) PRT,29,RORO,570.0,0.0,2027.3002,70,0,293,0.0,0
GABES (HNTS) PRT,30,RORO,1690.9003,0.0,1874.9998,155,0,224,0.0,0
GABES (HNTS) PRT,31,RORO,1812.5,28.0,9756.502,269,2,943,0.0,0
GABES (HNTS) PRT,32,RORO,0.0,0.0,5385.9004,0,0,563,0.0,0
GABES (HNTS) PRT,34,RORO,1524.7997,0.0,1402.3995,229,0,280,0.0,0
GABES (HNTS) PRT,35,RORO,0.0,18.9,1976.6001,0,2,333,0.0,0
GABES (HNTS) PRT,36,RORO,150.3,0.0,1952.7998,25,0,250,0.0,0
GABES (HNTS) PRT,37,RORO,0.0,0.0,2606.5007,0,0,332,0.0,0
GABES (HNTS) PRT,39,RORO,694.2001,0.0,407.40002,76,0,42,0.0,0
GABES (HNTS) PRT,40,RORO,180.0,0.0,2182.499,39,0,205,0.0,0
GABES (HNTS) PRT,41,RORO,830.80005,0.0,3853.9001,181,0,761,0.0,0
GABES (HNTS) PRT,42,RORO,410.49997,0.0,1686.4001,103,0,308,0.0,0
GABES (HNTS) PRT,43,RORO,0.0,12.7,410.49997,0,1,103,0.0,0
GABES (HNTS) PRT,44,RORO,0.0,0.0,12.7,0,0,1,0.0,0
GABES (HNTS) PRT,48,RORO,0.0,0.0,573.7999,0,0,114,0.0,0
GABES (HNTS) PRT,55,RORO,244.8,21.8,110.399994,95,1,12,0.0,0
GABES (HNTS) PRT,56,RORO,0.0,0.0,266.6,0,0,96,0.0,0
GABES (HNTS) PRT,59,RORO,0.0,0.0,271.10007,0,0,111,0.0,0
GABES (HNTS) PRT,62,RORO,0.0,12.5,0.0,0,1,0,0.0,0
GABES (HNTS) PRT,63,RORO,0.0,0.0,12.5,0,0,1,0.0,0
GABES (HNTS) PRT,71,RORO,0.0,0.0,28.9,0,0,5,0.0,0
GABES (HNTS) PRT,73,RORO,0.0,0.0,422.89996,0,0,99,0.0,0
MADANIYIN (NWXN) AFD,30,RORO,0.0,0.0,0.0,0,0,0,2466.6003,160
MADANIYIN (NWXN) AFD,31,RORO,0.0,0.0,0.0,0,0,0,419.5,29
MADANIYIN (NWXN) AFD,33,RORO,0.0,0.0,0.0,0,0,0,3217.8003,173
MADANIYIN (NWXN) AFD,34,RORO,0.0,0.0,0.0,0,0,0,1111.0001,128
MADANIYIN (NWXN) AFD,42,RORO,0.0,0.0,0.0,0,0,0,617.3998,218
MADANIYIN (NWXN) AFD,43,RORO,0.0,0.0,0.0,0,0,0,1379.2,79
MADANIYIN (NWXN) AFD,49,RORO,0.0,0.0,0.0,0,0,0,255.80002,85
MADANIYIN (NWXN) AFD,50,RORO,0.0,0.0,0.0,0,0,0,257.6,87
MADANIYIN (NWXN) AFD,77,RORO,0.0,0.0,0.0,0,0,0,85.1,25
