KEY,SHAPE_ROW,AvailableMilitary,type,CraneQuantity,ContOffRate,ContOnRate,BBOffRate,BBOnRate,ServeAll,Port,BerthsServed,FromDay,ToDay,Available,Ramps,Modified,DifferentCSC
BBNVGENERAL PU02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU02,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU03_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU03,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU04_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU04,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU05_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU05,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU06_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU06,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU07_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU07,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU08_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU08,",-999.0,99999.0,true,,M,false
BBNVGENERAL PU09_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"BBNVGENERAL PU09,",-999.0,99999.0,true,,M,false
BQWAVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"BQWAVISA      01,",-999.0,99999.0,true,,M,false
CHCYBBULK/RORO01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"CHCYBBULK/RORO01,",-999.0,99999.0,true,,M,false
CHCYBBULK/RORO02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"CHCYBBULK/RORO02,",-999.0,99999.0,true,,M,false
CHCYBBULK/RORO03_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"CHCYBBULK/RORO03,",-999.0,99999.0,true,,M,false
CHCYGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"CHCYGENERAL PU01,",-999.0,99999.0,true,,M,false
CHCYGENERAL PU02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"CHCYGENERAL PU02,",-999.0,99999.0,true,,M,false
CHCYGENERAL PU03_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"CHCYGENERAL PU03,",-999.0,99999.0,true,,M,false
CWCPVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"CWCPVISA      01,",-999.0,99999.0,true,,M,false
CWGVVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"CWGVVISA      01,",-999.0,99999.0,true,,M,false
Container: ADLS berth container 1,3,,container crane,1,144.0,144.0,4000.0,4000.0,false,AL MAHDIYAH -ADLS-PRT,"ADLS berth container,",-999.0,99999.0,true,,M,false
Container: ADLS berth general purpose 1,30,,container crane,1,144.0,144.0,4000.0,4000.0,false,AL MAHDIYAH -ADLS-PRT,"ADLS berth general purpose,",-999.0,99999.0,true,,M,false
Container: BSRL berth container 1,12,,container crane,1,144.0,144.0,4000.0,4000.0,false,BIZERTE -BSRL-PRT,"BSRL berth container,",-999.0,99999.0,true,,M,false
Container: BSRL berth general purpose 1,49,,container crane,1,144.0,144.0,4000.0,4000.0,false,BIZERTE -BSRL-PRT,"BSRL berth general purpose,",-999.0,99999.0,true,,M,false
Container: FGTW berth container 1,17,,container crane,1,144.0,144.0,4000.0,4000.0,false,DJERBA -FGTW-PRT,"FGTW berth container,",-999.0,99999.0,true,,M,false
Container: FGTW berth general purpose 1,25,,container crane,1,144.0,144.0,4000.0,4000.0,false,DJERBA -FGTW-PRT,"FGTW berth general purpose,",-999.0,99999.0,true,,M,false
Container: Gabes berth1 1,15,,container crane,1,144.0,144.0,4000.0,4000.0,false,GABES -HNTS-PRT,"Gabes berth1,",-999.0,99999.0,true,,M,false
Container: Gabes berth2 1,41,,container crane,1,144.0,144.0,4000.0,4000.0,false,GABES -HNTS-PRT,"Gabes berth2,",-999.0,99999.0,true,,M,false
Container: Gabes tanker berth 1,38,,container crane,1,144.0,144.0,4000.0,4000.0,false,GABES -HNTS-PRT,"Gabes tanker berth,",-999.0,99999.0,true,,M,false
Container: SALT 1,36,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"SALT,",-999.0,99999.0,true,,M,false
Container: Safaqis NE-1 berth 1,21,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NE-1 berth,",-999.0,99999.0,true,,M,false
Container: Safaqis NE-2 berth 1,37,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NE-2 berth,",-999.0,99999.0,true,,M,false
Container: Safaqis NW-1 berth 1,18,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NW-1 berth,",-999.0,99999.0,true,,M,false
Container: Safaqis NW-2 berth 1,0,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NW-2 berth,",-999.0,99999.0,true,,M,false
Container: Safaqis cont-1 berth 1,22,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis cont-1 berth,",-999.0,99999.0,true,,M,false
Container: Safaqis cont-2 berth 1,42,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis cont-2 berth,",-999.0,99999.0,true,,M,false
Container: Safaqis tanker berth 1,9,,container crane,1,144.0,144.0,4000.0,4000.0,false,SAFAQIS -VKNP-PRT,"Safaqis tanker berth,",-999.0,99999.0,true,,M,false
DRUGBREAKBULK 01_Crane,134217727,,mobile crane,1,450.0,450.0,1800.0,1800.0,false,null,"DRUGBREAKBULK 01,",-999.0,99999.0,true,,M,false
DRUGGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"DRUGGENERAL PU01,",-999.0,99999.0,true,,M,false
EDMEVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"EDMEVISA      01,",-999.0,99999.0,true,,M,false
EGNNBBULK/AMMO01_Crane,134217727,,mobile crane,1,875.0,875.0,3500.0,3500.0,false,null,"EGNNBBULK/AMMO01,",-999.0,99999.0,true,,M,false
EGNNBBULK/AMMO02_Crane,134217727,,mobile crane,1,875.0,875.0,3500.0,3500.0,false,null,"EGNNBBULK/AMMO02,",-999.0,99999.0,true,,M,false
EGNNCONT/AMMO 01_Crane,134217727,,mobile crane,1,1750.0,1750.0,7000.0,7000.0,false,null,"EGNNCONT/AMMO 01,",-999.0,99999.0,true,,M,false
ENCNBBULK/RORO01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"ENCNBBULK/RORO01,",-999.0,99999.0,true,,M,false
ENCNBBULK/RORO02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"ENCNBBULK/RORO02,",-999.0,99999.0,true,,M,false
ENCNBREAKBULK 01_Crane,134217727,,mobile crane,1,450.0,450.0,1800.0,1800.0,false,null,"ENCNBREAKBULK 01,",-999.0,99999.0,true,,M,false
ENCNGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"ENCNGENERAL PU01,",-999.0,99999.0,true,,M,false
EZMUVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"EZMUVISA      01,",-999.0,99999.0,true,,M,false
FGDDBBULK/RORO01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"FGDDBBULK/RORO01,",-999.0,99999.0,true,,M,false
FGDDGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"FGDDGENERAL PU01,",-999.0,99999.0,true,,M,false
FMAZVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"FMAZVISA      01,",-999.0,99999.0,true,,M,false
FNLDGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"FNLDGENERAL PU01,",-999.0,99999.0,true,,M,false
FNSHVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"FNSHVISA      01,",-999.0,99999.0,true,,M,false
FVMTBBULK/RORO01_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTBBULK/RORO01,",,,,,,false
FVMTBBULK/RORO02_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTBBULK/RORO02,",,,,,,false
FVMTGENERAL PU01_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTGENERAL PU01,",,,,,,false
FVMTGENERAL PU02_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTGENERAL PU02,",,,,,,false
FVMTGENERAL PU03_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTGENERAL PU03,",,,,,,false
FVMTGENERAL PU04_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTGENERAL PU04,",,,,,,false
FVMTGENERAL PU05_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTGENERAL PU05,",,,,,,false
FVMTGENERAL PU06_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"FVMTGENERAL PU06,",,,,,,false
GPENVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"GPENVISA      01,",-999.0,99999.0,true,,M,false
GULFPORT gantry crane-JTVH -19785,53,,gantry crane,10,288.0,288.0,8000.0,8000.0,true,GULFPORT -JTVH-PRT,all,-999.0,99999.0,true,,M,false
GWZPVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"GWZPVISA      01,",-999.0,99999.0,true,,M,false
Gantry: ADLS berth container 1,4,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,AL MAHDIYAH -ADLS-PRT,"ADLS berth container,",-999.0,99999.0,true,,M,false
Gantry: ADLS berth general purpose 1,27,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,AL MAHDIYAH -ADLS-PRT,"ADLS berth general purpose,",-999.0,99999.0,true,,M,false
Gantry: BSRL berth container 1,11,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,BIZERTE -BSRL-PRT,"BSRL berth container,",-999.0,99999.0,true,,M,false
Gantry: BSRL berth general purpose 1,50,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,BIZERTE -BSRL-PRT,"BSRL berth general purpose,",-999.0,99999.0,true,,M,false
Gantry: FGTW berth container 1,7,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,DJERBA -FGTW-PRT,"FGTW berth container,",-999.0,99999.0,true,,M,false
Gantry: FGTW berth general purpose 1,33,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,DJERBA -FGTW-PRT,"FGTW berth general purpose,",-999.0,99999.0,true,,M,false
Gantry: Gabes berth1 1,2,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,GABES -HNTS-PRT,"Gabes berth1,",-999.0,99999.0,true,,M,false
Gantry: Gabes berth2 1,16,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,GABES -HNTS-PRT,"Gabes berth2,",-999.0,99999.0,true,,M,false
Gantry: Gabes tanker berth 1,28,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,GABES -HNTS-PRT,"Gabes tanker berth,",-999.0,99999.0,true,,M,false
Gantry: SALT 1,34,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"SALT,",-999.0,99999.0,true,,M,false
Gantry: Safaqis NE-1 berth 1,1,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NE-1 berth,",-999.0,99999.0,true,,M,false
Gantry: Safaqis NE-2 berth 1,47,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NE-2 berth,",-999.0,99999.0,true,,M,false
Gantry: Safaqis NW-1 berth 1,13,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NW-1 berth,",-999.0,99999.0,true,,M,false
Gantry: Safaqis NW-2 berth 1,5,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis NW-2 berth,",-999.0,99999.0,true,,M,false
Gantry: Safaqis cont-1 berth 1,19,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis cont-1 berth,",-999.0,99999.0,true,,M,false
Gantry: Safaqis cont-2 berth 1,23,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis cont-2 berth,",-999.0,99999.0,true,,M,false
Gantry: Safaqis tanker berth 1,46,,gantry crane,1,288.0,288.0,8000.0,8000.0,false,SAFAQIS -VKNP-PRT,"Safaqis tanker berth,",-999.0,99999.0,true,,M,false
HAGCVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"HAGCVISA      01,",-999.0,99999.0,true,,M,false
HMGBVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"HMGBVISA      01,",-999.0,99999.0,true,,M,false
HUPRVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"HUPRVISA      01,",-999.0,99999.0,true,,M,false
JACKSONVILLE gantry crane-LSGM,62,,gantry crane,10,288.0,288.0,8000.0,8000.0,true,JACKSONVILLE -LSGM-PRT,all,-999.0,99999.0,true,,M,false
JJRPVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"JJRPVISA      01,",-999.0,99999.0,true,,M,false
JSSNVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"JSSNVISA      01,",-999.0,99999.0,true,,M,false
JWJYVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"JWJYVISA      01,",-999.0,99999.0,true,,M,false
JWTDVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"JWTDVISA      01,",-999.0,99999.0,true,,M,false
JXKMGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"JXKMGENERAL PU01,",-999.0,99999.0,true,,M,false
JXKMVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"JXKMVISA      01,",-999.0,99999.0,true,,M,false
JYPNVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"JYPNVISA      01,",-999.0,99999.0,true,,M,false
KZPHVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"KZPHVISA      01,",-999.0,99999.0,true,,M,false
KZTZVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"KZTZVISA      01,",-999.0,99999.0,true,,M,false
LCMTVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"LCMTVISA      01,",-999.0,99999.0,true,,M,false
LKPEBBULK/AMMO01_Crane,134217727,,mobile crane,1,875.0,875.0,3500.0,3500.0,false,null,"LKPEBBULK/AMMO01,",-999.0,99999.0,true,,M,false
LKPECONT/AMMO 01_Crane,134217727,,mobile crane,1,1750.0,1750.0,7000.0,7000.0,false,null,"LKPECONT/AMMO 01,",-999.0,99999.0,true,,M,false
LONG BEACH gantry crane-NPTU,58,,gantry crane,10,288.0,288.0,8000.0,8000.0,true,LONG BEACH -NPTU-PRT,all,-999.0,99999.0,true,,M,false
LRNCVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"LRNCVISA      01,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO01,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO02,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO03_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO03,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO04_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO04,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO05_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO05,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO06_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO06,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO07_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO07,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO08_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO08,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO09_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO09,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO10_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO10,",-999.0,99999.0,true,,M,false
LUTPBBULK/RORO11_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPBBULK/RORO11,",-999.0,99999.0,true,,M,false
LUTPGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPGENERAL PU01,",-999.0,99999.0,true,,M,false
LUTPGENERAL PU02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPGENERAL PU02,",-999.0,99999.0,true,,M,false
LUTPRORO      01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LUTPRORO      01,",-999.0,99999.0,true,,M,false
LUTPVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"LUTPVISA      01,",-999.0,99999.0,true,,M,false
LWEVBBULK/RORO01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LWEVBBULK/RORO01,",-999.0,99999.0,true,,M,false
LWEVGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LWEVGENERAL PU01,",-999.0,99999.0,true,,M,false
LWEVGENERAL PU02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LWEVGENERAL PU02,",-999.0,99999.0,true,,M,false
LWEVGENERAL PU03_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"LWEVGENERAL PU03,",-999.0,99999.0,true,,M,false
LYAPVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"LYAPVISA      01,",-999.0,99999.0,true,,M,false
LYRVVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"LYRVVISA      01,",-999.0,99999.0,true,,M,false
LYTMJLOTS     01_Crane,134217727,,mobile crane,1,750.0,750.0,3000.0,3000.0,false,null,"LYTMJLOTS     01,",-999.0,99999.0,true,,M,false
LYTMVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"LYTMVISA      01,",-999.0,99999.0,true,,M,false
MKAGVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"MKAGVISA      01,",-999.0,99999.0,true,,M,false
MLDLGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"MLDLGENERAL PU01,",-999.0,99999.0,true,,M,false
MLDLVISA      01_Crane,134217727,,mobile crane,1,1400.0,1400.0,5600.0,5600.0,false,null,"MLDLVISA      01,",-999.0,99999.0,true,,M,false
MLWYBBULK/RORO01_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"MLWYBBULK/RORO01,",,,,,,false
MLWYBBULK/RORO02_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"MLWYBBULK/RORO02,",,,,,,false
MLWYGENERAL PU01_Crane,134217727,,mobile crane,,2250.0,2250.0,9000.0,9000.0,,null,"MLWYGENERAL PU01,",,,,,,false
MMGHGENERAL PU01_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"MMGHGENERAL PU01,",-999.0,99999.0,true,,M,false
MMGHGENERAL PU02_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"MMGHGENERAL PU02,",-999.0,99999.0,true,,M,false
MMGHGENERAL PU03_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"MMGHGENERAL PU03,",-999.0,99999.0,true,,M,false
MMGHGENERAL PU04_Crane,134217727,,mobile crane,1,2250.0,2250.0,9000.0,9000.0,false,null,"MMGHGENERAL PU04,",-999.0,99999.0,true,,M,false
